pendapatan_per_kapita,skor_aset,jumlah_tanggungan,kualitas_hunian,akses_sanitasi,radiasi_satelit_ntl
636783.3,89.89,4,3,1,14.14
2025858.93,94.24,2,1,0,38.71
173325.54,58.47,7,1,1,2.99
1272700.76,33.26,3,1,0,49.37
356811.34,87.77,4,4,1,31.49
222390.07,81.76,4,3,1,40.39
3061703.25,17.19,1,3,1,29.24
1075354.24,89.59,4,5,0,39.34
2341848.24,41.13,4,1,1,21.77
321757.22,37.38,3,3,1,28.88
753931.99,39.18,4,3,1,33.13
775274.22,37.2,2,4,1,45.11
793112.9,53.86,4,5,1,1.84
205132.61,59.28,4,4,1,5.53
116180.07,46.18,8,3,0,34.56
1244787.15,45.07,1,5,0,17.28
296994.32,72.67,7,4,0,33.92
269928.75,10.26,5,4,1,11.46
588890.0,90.49,5,1,1,31.45
917898.79,70.73,4,3,1,23.96
355153.36,70.12,8,4,1,6.23
1309267.3,45.87,4,2,1,46.48
848210.14,92.09,3,4,1,39.63
136482.52,10.03,7,1,0,39.08
1497658.76,16.5,3,3,1,34.88
459683.72,78.35,3,4,1,1.17
570627.34,72.79,6,3,0,25.28
1699132.26,33.07,3,4,1,37.57
1303893.86,60.55,2,3,0,10.92
134664.97,55.22,6,3,0,30.8
1142892.29,54.8,1,3,1,46.48
1096191.35,60.62,4,3,0,37.67
895716.48,94.47,2,4,1,27.43
519930.15,93.92,4,1,0,15.57
781523.34,93.44,4,3,1,31.86
752758.21,56.64,4,1,0,35.75
781263.37,37.04,3,3,1,31.92
291571.2,57.61,6,5,1,37.8
234799.86,62.93,7,1,1,14.03
552926.2,36.47,6,3,1,25.44
921289.35,63.79,3,4,1,27.48
566372.75,62.87,3,2,1,4.59
474409.35,86.8,8,3,1,8.91
458761.24,30.2,4,1,1,15.4
237890.27,69.3,5,2,0,2.48
419158.87,48.31,3,3,1,11.76
367376.77,21.04,3,4,0,26.16
561261.22,36.88,3,3,0,27.13
519588.81,14.87,8,4,1,12.55
1223153.47,37.14,1,3,0,47.33
246683.37,15.87,9,4,0,23.41
222843.93,88.66,6,5,1,31.9
339210.68,18.65,5,1,0,1.62
114469.66,79.47,7,3,1,20.02
579004.06,87.02,3,2,1,27.15
294200.65,49.75,6,3,1,15.68
685482.61,14.58,4,3,1,8.65
755667.13,60.64,3,3,1,10.14
138006.29,29.96,7,3,1,23.38
633337.97,25.02,6,2,1,3.64
374902.91,58.17,6,1,0,11.8
558350.26,40.29,4,1,1,36.0
492966.37,72.08,4,2,0,10.82
363324.32,60.26,4,3,1,5.94
451912.34,80.49,5,3,1,4.28
659382.26,14.96,4,2,0,49.44
231711.95,29.97,3,4,1,4.43
478365.9,58.19,3,3,1,21.73
850759.4,84.84,2,2,1,25.6
1156091.16,79.14,2,4,0,48.23
1014282.72,67.76,4,5,1,44.57
207979.76,58.8,6,2,0,11.96
490220.52,63.67,3,2,1,4.33
364464.77,28.16,4,5,1,21.95
204295.75,60.59,6,1,0,5.14
536636.27,51.97,3,1,1,43.57
1049546.84,42.68,3,3,0,35.22
263393.49,85.46,4,3,1,47.19
640749.76,80.5,4,1,1,28.52
357078.7,16.52,2,2,1,18.28
235964.76,93.79,6,3,0,25.08
271182.4,29.55,6,4,1,8.12
2708129.2,28.3,2,4,0,23.21
336273.7,90.22,5,5,1,49.94
88211.66,47.81,6,2,0,34.56
149398.47,78.46,4,2,1,3.21
1011829.43,34.5,2,3,1,36.31
477587.68,84.22,6,1,1,5.12
413955.62,80.75,6,2,1,19.59
438495.2,54.16,5,2,1,39.33
995560.72,69.93,4,1,0,6.49
358595.72,91.94,4,3,0,14.71
848013.62,48.42,4,5,1,9.84
248246.82,52.01,3,1,0,43.52
384008.13,71.44,3,3,1,7.48
134099.49,42.85,5,4,1,26.84
840662.57,91.7,2,1,0,13.84
642827.04,13.44,3,5,1,25.41
530813.78,44.29,4,4,1,8.45
2057762.97,70.68,1,2,1,37.9
378834.88,46.5,3,5,1,32.19
589625.7,32.04,3,4,1,2.27
269121.9,45.14,3,1,0,47.38
898515.71,84.93,5,4,1,44.66
413135.12,56.5,4,3,1,14.96
739345.89,38.48,2,4,0,14.66
857352.75,67.08,6,3,0,25.01
188191.28,62.01,5,2,1,30.99
168196.51,57.64,6,3,0,14.62
256779.61,43.25,4,3,0,39.79
475909.41,16.14,4,4,1,4.02
856291.97,62.76,3,4,0,19.95
1030127.35,45.68,3,3,0,27.83
2319594.23,46.44,4,5,0,40.0
257093.05,29.9,2,4,1,43.6
952293.98,31.2,3,5,1,12.3
177420.89,76.93,8,2,1,12.13
464881.88,50.75,3,2,1,18.48
341752.6,19.29,4,2,1,21.44
287346.43,13.9,4,3,0,42.44
1089551.81,29.1,5,5,1,0.48
821661.7,51.43,4,1,1,34.28
502636.85,62.47,4,3,0,11.08
743296.26,22.21,6,2,0,44.13
400046.25,46.88,2,4,1,15.94
297439.06,16.17,3,1,1,26.92
178904.44,13.21,3,3,0,16.52
260644.68,83.38,5,2,1,21.32
1092382.81,65.96,2,1,1,26.16
702993.45,76.39,3,2,1,37.4
1084313.87,25.46,2,4,1,6.13
212579.55,37.38,4,1,1,17.68
1070119.15,47.72,3,5,1,32.02
1144672.73,65.93,2,1,1,29.48
615625.84,55.46,5,2,1,39.06
127376.78,56.87,5,4,1,44.46
1195108.26,23.34,2,2,1,4.79
972223.36,50.36,1,3,1,35.72
781100.32,80.02,2,2,1,14.27
910734.46,53.3,3,4,0,24.12
698048.51,26.98,3,2,1,31.43
297384.64,45.14,4,4,0,7.62
497559.06,74.16,4,3,0,17.39
158204.04,21.47,5,3,1,48.81
988423.05,59.34,4,5,1,6.9
584327.74,92.05,3,4,0,4.26
1293054.33,42.33,3,4,1,41.86
361416.61,13.71,4,4,0,21.59
362058.13,63.81,4,1,0,33.77
156693.41,14.0,8,4,0,15.36
1118044.87,26.29,3,2,1,10.0
431804.84,14.11,3,2,1,10.7
583803.27,24.51,5,1,0,9.86
525400.59,82.67,3,4,1,12.42
100978.46,72.46,6,4,1,11.14
352046.02,39.06,4,1,1,40.7
195457.29,86.26,5,2,1,26.71
674501.61,66.54,3,3,0,14.9
194136.63,48.06,5,3,1,17.32
1151956.98,15.81,3,3,1,47.89
469329.39,72.11,4,3,1,9.28
445587.11,41.92,4,3,1,44.35
734717.18,35.74,4,4,1,36.87
441928.16,34.5,8,2,1,30.71
652997.42,10.66,3,4,1,31.24
178326.19,73.12,7,2,0,21.2
683935.05,22.35,1,1,1,22.0
328428.94,54.25,4,2,1,39.82
273822.33,11.37,5,2,0,40.56
704766.76,63.37,3,5,1,28.6
537293.39,41.41,3,2,1,38.45
748978.4,63.61,4,3,1,40.52
274518.0,17.64,5,3,1,16.67
383209.6,32.64,5,3,1,31.21
4034498.1,19.38,1,2,1,21.85
2434118.24,64.92,1,3,0,5.0
382521.28,19.23,5,3,1,32.46
230285.21,62.45,6,5,1,29.42
271203.1,21.45,5,3,1,5.22
238040.03,90.19,5,5,1,3.63
204737.86,45.39,7,3,1,12.56
1040058.18,20.76,3,1,1,41.69
433901.43,13.55,4,2,0,3.28
294055.52,38.0,3,4,1,23.07
2864070.42,85.77,2,3,1,9.03
300300.1,22.22,8,1,1,12.75
213104.85,77.22,4,1,0,38.52
507006.12,45.48,3,2,1,42.55
353193.86,78.25,6,3,1,29.06
1102749.7,84.31,5,4,1,43.18
169969.29,94.81,6,3,1,42.86
1187086.02,15.8,3,4,1,11.15
1147845.76,77.69,4,3,0,32.29
1359744.56,15.92,1,3,1,38.94
209829.44,36.76,8,2,1,28.1
133088.94,64.93,8,4,0,40.31
584967.18,48.02,3,2,0,31.48
646568.05,58.05,3,2,0,14.29
736375.63,92.13,4,2,1,34.31
762739.75,79.59,5,1,0,29.44
421902.73,40.91,3,3,0,31.29
101503.19,61.0,6,2,0,4.86
978822.85,14.12,2,3,1,6.37
2364607.3,48.5,1,3,0,40.75
460566.58,61.71,5,3,1,21.62
814922.97,70.75,2,2,1,10.84
1068433.46,86.63,2,4,1,4.72
1640734.55,34.06,3,3,1,13.22
1246553.77,86.68,2,2,1,14.83
792408.06,66.23,2,5,0,49.15
734344.93,16.6,2,1,1,41.74
447662.21,42.33,4,4,1,4.02
1058756.92,50.51,5,3,0,37.45
444064.55,39.96,4,1,1,28.24
653116.7,19.85,3,5,1,11.5
371133.64,56.88,4,2,0,37.35
1277962.7,21.2,3,4,1,1.61
1606563.51,87.78,4,2,1,36.6
866099.9,83.55,3,3,0,44.77
416743.34,50.39,5,5,1,44.14
675668.2,15.76,3,3,1,38.64
94842.99,56.94,5,2,1,46.74
1550275.69,60.34,2,3,1,35.4
716323.79,85.52,3,3,0,34.37
512762.12,15.74,5,3,0,1.41
258767.38,68.83,5,5,0,8.79
524769.07,57.84,3,4,1,39.09
193676.3,24.86,8,1,0,49.88
1220000.1,20.35,3,4,0,36.02
789848.88,68.99,2,5,1,29.03
6917715.85,38.88,1,2,0,9.25
641922.65,94.99,4,2,0,47.4
307422.44,85.99,3,1,0,32.52
611860.71,58.09,3,1,1,24.5
268218.44,64.55,5,5,1,43.08
265726.63,23.51,2,2,1,47.67
1725573.95,85.99,3,2,0,18.62
1007792.89,49.01,3,2,1,25.84
682576.6,54.32,4,2,0,5.84
1094813.97,84.22,2,3,1,48.0
216315.9,10.53,4,4,1,6.12
494457.97,52.02,3,3,0,46.46
469375.48,63.28,7,1,1,9.63
211045.72,23.54,5,4,1,45.45
86812.03,15.81,5,5,1,22.67
576726.89,55.47,3,3,1,29.64
910544.71,56.54,2,2,0,1.88
215077.34,38.07,10,2,1,19.78
438537.69,84.99,7,2,0,24.72
726700.08,35.59,4,3,0,0.57
463158.21,53.9,5,4,0,33.08
1015634.88,25.87,4,2,0,41.96
159401.3,10.95,5,2,0,1.34
447302.16,46.21,6,3,0,24.68
962520.58,54.79,3,2,1,1.78
314157.69,75.0,3,5,0,43.68
160948.5,48.15,5,4,1,8.12
633672.5,33.69,2,3,1,3.02
166647.09,61.36,8,1,1,42.9
1038657.31,42.4,3,4,1,22.28
228551.59,29.84,6,3,0,4.86
197685.25,87.38,6,4,1,32.43
228950.31,55.62,6,1,1,35.31
1939677.38,27.04,2,2,0,28.46
333056.21,67.03,6,3,0,16.67
296763.24,78.26,6,3,0,21.28
618705.34,74.48,3,2,1,47.75
860955.66,60.96,5,2,1,26.76
210815.26,54.17,6,2,1,19.91
623681.33,76.07,7,4,1,35.44
562419.57,70.19,4,2,1,3.9
450203.06,58.58,4,3,0,14.58
1778182.59,65.91,5,3,0,11.4
526217.09,24.33,2,4,0,34.04
534547.7,11.69,3,2,0,30.24
86046.75,89.15,11,2,1,38.0
585205.13,89.5,6,2,1,21.4
1365756.44,76.98,4,2,1,8.78
1350059.61,41.65,4,3,0,9.22
1377467.14,22.81,3,3,0,44.62
440265.56,40.37,4,5,1,3.84
530854.43,71.73,3,3,1,29.75
121241.37,38.49,6,1,0,11.66
2242073.87,77.65,3,3,1,10.79
437848.12,67.21,6,4,1,5.01
368992.46,63.55,4,4,0,48.97
1466254.64,89.07,3,5,1,3.14
221217.88,85.94,5,4,0,7.47
632653.94,70.49,4,2,1,18.32
357533.59,26.94,5,1,1,22.84
727167.35,89.81,4,3,1,47.54
636184.3,29.31,3,4,1,12.17
138369.62,41.67,6,1,1,36.08
691579.6,80.28,3,2,1,32.85
1860156.73,27.74,2,5,1,25.92
389660.94,64.28,5,5,1,13.38
1052266.31,48.92,3,2,1,7.92
176472.94,63.04,6,2,0,8.91
487940.7,91.43,4,4,1,17.37
272625.9,78.71,5,3,1,6.94
1034652.54,35.14,3,4,1,49.93
1010289.78,14.87,2,2,1,22.35
749941.02,92.2,4,4,0,27.0
952011.02,59.74,4,2,1,30.86
500424.33,24.71,6,4,1,9.87
389302.36,63.3,6,2,1,24.14
544664.6,13.59,2,3,1,3.24
659815.84,25.94,3,3,1,48.46
205712.66,63.77,7,3,0,23.69
806463.93,44.21,2,2,1,1.58
395927.01,37.63,4,3,1,29.99
275336.78,65.72,4,1,1,5.1
122535.85,83.64,5,4,1,39.52
265581.29,67.68,5,1,1,47.67
371115.35,49.39,6,4,0,45.84
294337.25,66.0,3,3,0,21.45
1000751.89,69.13,2,2,1,35.66
3100313.75,75.88,2,2,1,7.87
915787.45,36.1,4,5,0,3.88
1063086.46,19.73,5,2,0,41.07
417866.49,67.96,6,4,1,34.79
570686.75,20.29,7,2,1,45.36
214027.91,49.27,6,5,0,45.74
449002.42,29.61,3,4,1,17.43
76655.6,38.23,5,5,1,16.0
1009931.36,50.0,4,4,1,22.15
1249057.75,86.18,4,3,1,33.32
284547.57,67.84,5,2,1,0.35
851267.59,24.59,2,2,1,26.78
630668.44,84.75,2,2,1,1.08
356354.74,52.55,7,2,0,22.59
1947023.49,27.36,2,3,0,4.21
232285.97,54.83,3,4,1,28.15
844965.29,26.23,3,1,0,15.78
559827.87,41.22,3,2,1,24.0
424470.9,78.47,5,3,1,47.89
373056.91,65.98,7,4,0,17.11
295173.64,50.63,6,2,0,35.99
621092.68,29.25,3,2,1,34.2
435992.6,33.98,4,2,0,43.46
709809.43,93.15,5,2,1,16.79
849704.3,39.15,3,3,0,2.9
452667.08,62.37,5,3,1,48.53
462444.48,52.48,2,4,1,18.18
1579868.47,11.96,1,5,1,9.77
849928.18,90.3,4,5,0,45.71
405623.24,17.47,5,3,1,9.61
1472646.53,65.99,2,2,0,26.48
953741.18,78.94,6,2,1,37.8
1232495.28,73.64,3,3,1,36.58
1048370.72,78.79,2,5,1,1.57
486403.7,72.88,3,3,1,10.2
85684.94,47.87,5,5,1,44.44
597408.71,86.18,3,2,1,27.7
1630492.22,87.56,1,1,1,34.39
1253026.69,47.14,2,4,1,20.17
602621.49,51.21,3,4,0,37.29
272667.8,51.28,6,3,1,14.53
170427.67,33.71,4,1,1,11.68
225614.12,19.77,5,1,1,49.86
879737.05,32.27,3,1,0,7.97
1387827.62,81.75,4,3,1,49.07
935033.46,56.16,2,2,1,46.33
2413736.8,82.27,1,3,1,35.76
3511264.88,73.34,1,3,1,29.14
304726.3,39.63,4,3,1,0.33
1235444.33,25.75,2,3,1,31.8
254299.51,58.21,5,3,1,38.64
1665685.79,89.55,2,2,1,36.67
434262.26,81.35,5,2,0,8.69
790529.93,74.93,3,2,0,27.27
619887.73,74.95,2,1,1,27.55
1515221.57,54.86,2,2,1,32.68
1731560.17,24.41,4,2,1,41.56
541504.04,34.27,2,2,0,34.94
323419.88,59.12,5,4,1,7.15
569588.88,36.89,4,5,1,1.05
529709.62,76.43,6,5,1,6.92
708655.68,41.72,2,4,0,2.11
60380.55,19.68,6,4,0,21.89
1120425.78,76.52,4,5,1,14.26
521541.54,69.34,6,4,1,0.46
232261.51,31.52,3,3,1,4.11
196722.34,93.39,7,3,0,19.94
1693481.74,44.27,3,2,0,46.99
1181604.11,67.84,4,1,0,49.74
1160743.99,87.39,3,2,1,2.6
297322.61,23.26,6,3,1,41.55
694661.64,84.72,3,4,1,24.06
458240.83,69.83,4,4,1,31.09
780356.35,24.24,5,5,0,25.35
195386.53,66.48,6,2,1,46.23
611318.28,84.34,2,5,1,23.98
727032.78,77.92,5,4,1,8.48
482670.14,74.65,4,1,1,39.01
566730.34,23.71,8,3,1,25.74
331306.2,26.2,4,2,1,5.94
383730.23,56.56,5,1,0,23.13
285003.82,59.31,4,3,1,34.4
284505.38,90.21,7,3,1,14.86
204143.3,49.84,4,2,0,45.61
739901.81,35.71,2,5,0,42.51
279186.53,26.22,3,3,1,28.44
751675.19,14.6,4,2,0,2.81
1523935.09,15.84,2,4,0,29.2
140421.58,58.8,5,3,0,20.84
1471391.57,24.98,3,3,1,36.23
2957446.51,82.39,3,4,1,13.42
407650.68,60.7,5,1,1,30.33
449872.35,83.52,3,3,0,27.77
3598350.36,46.33,3,4,0,26.39
224655.76,60.64,4,3,0,5.88
1003411.95,54.66,2,1,1,24.55
2208387.93,93.87,1,4,1,27.58
555512.86,77.73,8,5,1,46.39
492084.37,60.61,5,4,1,23.1
245011.44,61.56,6,4,0,32.03
280126.07,31.15,4,2,1,28.51
403774.79,72.45,4,2,1,9.84
1083647.89,93.54,1,2,1,9.3
1020239.55,21.0,2,4,0,37.0
706681.33,64.17,2,5,1,26.2
115574.1,54.02,7,4,0,44.81
842096.22,82.28,5,2,1,45.42
490305.62,10.0,3,3,1,14.92
231613.09,21.61,4,5,1,5.17
358472.28,13.15,5,2,1,17.27
413157.86,23.85,5,3,1,3.45
347657.4,70.17,2,5,0,39.08
604824.88,21.87,4,4,1,7.39
264450.96,62.9,4,2,0,43.33
790726.27,83.8,7,1,1,20.82
1357600.18,12.94,2,3,0,14.0
519929.09,12.28,3,5,1,25.13
316983.49,94.14,4,3,1,30.31
620578.31,67.23,3,3,1,35.11
477306.91,21.96,6,4,0,16.98
488165.2,36.07,4,3,1,49.15
870268.91,93.73,2,3,0,21.17
513357.53,29.31,4,2,1,41.74
460041.67,73.99,3,2,0,1.84
403439.61,30.5,4,2,1,38.92
189077.5,43.87,3,1,1,27.61
711263.2,84.86,5,4,0,32.02
790694.05,12.42,3,2,0,18.71
415531.71,36.11,3,1,1,27.29
1032487.52,51.41,6,3,1,46.62
522257.23,63.17,4,3,1,19.36
532408.68,12.4,2,3,0,5.38
663049.24,44.91,5,3,0,36.05
629407.74,39.26,4,1,1,25.31
628099.35,12.28,4,1,1,21.3
767888.22,40.21,2,1,1,38.91
649529.2,89.19,4,5,1,28.15
282429.87,33.34,6,3,0,31.61
922601.41,59.78,3,2,1,46.31
632245.68,35.34,1,3,0,3.02
382078.58,19.07,4,3,1,13.19
1114431.7,34.63,5,2,1,44.92
312845.63,50.01,4,4,0,39.66
345035.52,35.18,4,2,1,9.51
252575.05,63.05,6,2,1,8.54
318858.92,90.67,3,5,1,41.27
175679.97,15.89,3,2,0,27.69
575523.81,70.95,3,3,1,43.03
537788.85,10.11,4,2,0,45.89
640423.32,10.09,3,3,1,3.57
363536.49,21.3,5,1,0,48.49
508657.49,50.79,4,2,1,35.85
1831338.54,14.08,2,1,0,41.74
442164.79,71.38,4,4,1,31.55
234167.27,12.49,6,5,0,15.33
279166.94,52.11,6,1,1,30.01
701736.81,67.47,4,1,0,25.84
925212.03,30.19,5,3,0,46.61
226693.53,59.24,6,3,0,27.8
526004.95,32.25,4,3,1,1.49
607264.73,28.2,4,4,1,34.34
1093017.96,79.56,1,4,1,2.62
401439.61,38.3,5,1,1,47.21
205726.18,79.19,4,1,0,24.38
171489.18,28.44,4,4,1,48.4
1235394.2,40.25,2,3,0,1.39
787428.6,18.73,2,5,1,26.69
559653.93,52.2,4,3,0,11.39
490396.07,42.44,4,3,1,32.07
551839.65,10.51,2,3,1,24.96
321607.76,49.51,6,2,1,28.35
236533.44,16.33,4,2,1,18.05
1522662.68,81.14,3,5,1,2.67
292964.14,51.96,3,2,1,5.39
251857.49,68.65,7,2,1,42.94
265227.36,79.8,4,3,1,35.17
1395977.61,14.35,2,3,1,38.49
406299.89,38.66,4,1,1,6.22
1452504.65,12.14,1,3,1,2.56
827055.07,14.22,4,2,0,0.96
504520.62,13.22,4,4,1,26.14
675826.93,50.62,4,4,1,25.09
550211.08,48.31,2,5,1,5.62
142251.28,15.21,6,4,0,17.4
192226.47,32.3,11,4,0,26.56
1637517.91,30.78,1,4,1,33.82
721845.53,35.21,4,2,1,40.52
314989.78,64.46,6,2,1,32.11
448474.58,69.25,5,3,0,1.6
124767.97,38.82,6,5,1,29.35
1026127.63,77.0,6,3,1,4.49
1796686.71,45.52,1,2,1,28.29
753329.37,54.4,4,5,0,18.86
400205.21,22.37,3,4,0,14.39
477045.92,29.8,5,4,0,24.14
453679.36,71.84,2,4,1,19.14
1300284.34,93.05,2,3,1,41.53
1601442.83,69.9,1,1,1,11.4
403558.36,14.61,5,2,1,6.92
602803.47,22.15,5,5,1,41.87
315484.09,47.89,3,2,1,12.25
657472.21,72.27,2,4,1,1.71
1304391.74,24.1,2,3,1,19.41
2327535.63,73.82,3,5,0,40.97
456277.4,57.25,4,3,1,21.65
2826872.88,75.84,1,3,1,23.56
309916.33,57.4,6,2,1,2.46
1589695.42,61.21,4,1,0,35.58
173749.98,31.14,4,4,0,17.25
1049291.2,71.22,2,1,1,36.46
373818.77,81.74,2,4,0,20.61
440672.42,84.06,1,3,0,26.39
474036.37,12.5,5,4,1,29.52
538964.14,63.09,4,2,1,9.92
557091.93,94.11,3,3,1,14.77
620121.84,59.89,3,3,1,29.32
2544746.89,24.56,5,1,1,41.16
339645.26,84.6,5,4,0,48.08
2692752.92,32.47,1,2,1,26.26
1342952.5,13.83,1,1,1,3.79
338144.77,46.59,7,2,1,47.81
245523.92,18.52,7,1,1,21.1
387470.33,19.8,4,4,1,5.21
5905171.91,49.38,1,3,1,48.61
669677.48,62.08,6,1,1,14.1
358716.81,86.96,6,2,1,32.88
124390.18,69.95,4,4,0,7.29
228087.43,81.62,7,4,0,36.01
3345759.4,45.0,3,1,0,48.82
345298.69,37.08,5,1,1,49.25
960910.15,60.39,4,5,0,6.4
4709844.46,69.12,1,2,0,38.46
452227.4,58.3,5,2,1,33.25
239299.0,32.48,5,1,0,40.09
229961.09,41.43,2,3,0,16.73
996381.64,48.11,3,4,1,20.15
202680.66,11.2,6,3,1,17.16
314827.49,84.79,7,1,1,38.35
234172.53,53.47,4,3,1,40.47
338209.08,73.84,5,2,1,12.54
505820.46,24.61,4,3,1,28.68
776493.74,57.31,3,3,0,6.39
338572.79,88.72,3,5,1,0.76
1016475.91,28.21,4,3,1,30.54
1385903.91,39.4,1,3,1,42.03
242003.15,43.01,3,3,1,45.34
371442.01,42.58,5,2,0,31.06
1012039.34,61.05,2,3,1,40.45
436662.45,43.47,5,2,1,20.27
897924.74,67.29,5,4,1,43.78
430127.23,51.19,4,2,1,38.76
307573.31,23.4,6,2,0,15.5
170472.61,90.63,6,3,1,29.9
811011.68,30.36,4,3,1,2.66
738202.27,57.81,3,3,0,7.41
308212.71,15.16,5,4,0,47.34
316174.01,88.08,2,2,1,0.59
943365.81,88.88,5,4,1,10.24
237304.09,40.99,4,1,0,7.03
347645.59,20.28,4,2,1,34.97
614591.04,75.45,4,1,1,5.37
193421.56,32.29,5,3,1,1.1
161855.01,69.55,5,2,0,46.53
110878.86,87.79,5,2,1,43.65
3055941.15,60.17,1,3,0,17.99
476525.24,83.21,3,3,0,5.12
2296562.83,29.1,5,3,0,33.94
181975.53,87.39,6,3,1,44.17
126741.49,29.26,9,5,0,48.74
282469.63,29.19,5,4,1,6.59
764722.65,84.79,3,2,1,30.05
373840.17,57.17,4,4,1,21.58
572610.73,77.95,5,3,1,7.92
551115.56,78.21,2,1,1,40.41
288494.9,64.99,3,1,0,39.13
112342.97,26.07,6,4,0,48.24
104445.18,68.83,5,3,1,4.37
242170.94,15.41,6,3,1,12.02
413791.48,27.06,4,2,0,41.4
339369.04,64.65,4,5,0,19.83
1045231.67,87.16,4,4,1,23.85
690422.26,75.59,6,5,0,30.62
270319.19,38.26,6,1,1,20.48
96542.36,80.01,7,3,0,1.87
282247.33,92.16,5,3,1,30.24
345868.11,38.22,4,1,0,11.52
190958.02,25.88,7,2,1,48.45
652274.96,26.79,2,2,1,34.55
334913.61,44.03,4,5,1,42.05
786169.62,14.45,2,3,1,47.72
451379.19,51.46,3,2,0,3.26
561686.5,72.25,4,3,0,7.52
1230675.85,55.09,2,3,1,40.42
191348.85,92.45,6,2,1,44.25
1416963.71,49.24,3,5,0,0.34
275314.2,11.13,4,4,0,47.27
375559.6,49.96,2,3,0,22.77
622919.44,89.04,4,3,0,23.19
404716.8,18.15,3,4,1,43.95
801437.76,28.95,3,2,1,14.55
93747.56,70.82,5,4,1,29.22
1524018.69,35.0,3,4,1,16.78
494655.37,75.05,6,4,1,5.77
268633.1,45.64,3,2,0,17.99
204115.11,77.67,4,1,1,8.73
1802611.95,56.88,3,2,1,26.1
424624.18,17.01,3,1,0,26.54
400663.34,42.82,3,5,0,21.92
169694.74,38.33,3,4,1,8.77
229491.88,78.86,7,1,0,6.02
576514.6,63.11,3,3,1,5.32
609173.22,76.08,5,2,1,5.7
285483.83,41.63,3,1,1,14.81
796376.96,68.8,1,2,1,0.19
371263.54,15.54,7,3,1,3.21
1209147.05,13.12,3,1,0,23.58
257479.74,34.43,3,2,1,9.22
1896956.41,75.76,2,4,1,13.24
506981.98,55.4,4,2,1,17.73
636235.29,44.75,6,3,1,2.08
475239.15,86.21,4,4,1,11.08
218269.56,52.28,2,1,1,38.86
1809967.72,62.14,1,4,0,17.11
1872788.6,93.8,2,2,1,9.39
289948.33,54.4,4,3,1,9.97
392749.25,76.6,4,2,1,49.24
445978.28,45.18,4,3,1,7.51
174058.11,13.09,2,4,1,45.28
1080971.39,80.93,5,2,0,4.12
577248.09,90.27,2,2,1,43.73
895223.75,46.92,3,3,1,25.4
235281.46,52.81,8,3,1,30.47
4216733.92,46.05,1,2,1,12.37
1264878.33,94.74,2,3,1,44.94
861041.74,86.79,2,2,1,29.4
289988.51,13.49,4,2,1,33.82
800039.24,76.22,4,3,1,27.88
214769.99,61.07,3,3,0,6.35
584257.06,12.14,5,3,0,41.83
256344.82,47.8,4,4,0,9.26
2101628.37,22.73,2,5,1,14.67
728080.89,84.21,3,2,1,33.51
729547.6,11.08,4,3,1,4.76
520684.16,84.21,4,3,1,46.68
138570.68,89.97,5,4,0,6.29
197166.34,16.2,6,4,0,33.39
742025.76,71.19,4,4,1,31.79
438254.72,56.66,5,3,1,34.93
1342416.16,91.11,3,2,0,21.72
420923.03,77.84,6,2,1,19.18
555060.11,69.03,2,3,0,48.89
245959.85,88.67,5,1,0,40.88
703018.26,23.63,3,2,1,24.32
98926.82,41.96,5,5,1,9.2
1803884.3,81.65,3,5,1,44.54
516902.8,18.63,5,1,0,32.47
1380019.89,89.51,3,4,1,6.88
256023.71,73.34,3,5,1,9.24
697306.01,47.34,6,3,1,27.09
3781957.03,38.79,2,3,1,25.23
224398.47,22.55,4,5,1,20.52
524962.24,17.96,6,1,0,21.4
661360.05,46.01,3,4,1,8.69
156984.41,81.66,5,2,1,12.85
888347.34,55.21,3,3,1,24.69
1089848.91,48.35,3,2,0,3.28
691194.74,37.12,2,3,1,17.7
570141.45,23.34,7,4,0,10.6
243124.68,94.16,3,2,0,8.81
202167.52,12.19,4,3,1,7.41
430421.62,36.5,5,4,1,7.1
503297.54,75.4,4,5,1,8.11
322468.76,54.25,4,4,0,18.77
805696.42,36.68,4,3,1,5.16
545303.98,94.38,5,4,1,44.86
663607.1,62.63,5,3,1,24.95
460387.49,35.09,4,3,1,25.29
406621.48,82.08,7,2,1,10.63
379388.28,22.76,4,2,0,43.37
2266344.92,49.4,3,1,1,41.42
405899.25,81.37,3,3,1,1.81
2337438.36,93.61,3,2,0,36.65
337450.23,42.56,6,2,1,9.3
144774.7,21.74,6,1,1,27.83
2252836.01,58.19,2,2,1,43.54
1069170.48,90.24,2,4,0,46.71
1652049.64,66.58,2,3,1,9.3
688695.21,61.18,6,3,0,46.98
607118.32,36.29,4,1,0,3.57
277955.85,61.54,5,3,1,45.48
1780279.35,85.2,2,3,1,38.64
495914.57,41.92,4,2,1,45.7
598437.15,30.57,5,5,0,18.37
544575.38,50.88,1,5,0,47.04
518528.94,41.98,5,5,1,40.94
337916.51,49.94,4,2,1,16.48
1069335.38,18.14,5,4,1,17.01
720397.23,38.58,4,2,1,17.93
1144830.86,80.26,2,4,1,29.48
884850.26,44.03,3,5,1,9.18
272294.95,92.27,4,2,1,21.73
2625565.43,70.25,2,1,1,3.48
2182998.53,41.11,3,1,1,17.98
501977.31,31.39,5,4,0,33.37
858105.79,68.26,6,3,1,29.51
352292.37,35.71,4,3,1,15.9
614512.58,88.79,2,4,1,12.93
338674.71,19.89,6,4,1,16.42
